alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;energie_kj;energie_kcal;protein;carbohydrates;lipid;sugar;salt;price;img_path
boissons sans alcool;boissons rafraîchissantes sans alcool;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;-;-;0;7,5;0;6,5;0,00025;;
boissons sans alcool;boissons rafraîchissantes sans alcool;Tonic ou bitter, sucré;-;-;0,068;8,28;0,066;7,38;0,014;;
boissons sans alcool;boissons rafraîchissantes sans alcool;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant;-;-;0;4,17;0;4;0,002;;
boissons sans alcool;boissons rafraîchissantes sans alcool;Boisson énergisante, sucrée;-;-;0,2;11,9;0;11,7;0,11;;
boissons sans alcool;boissons rafraîchissantes sans alcool;Boisson énergisante, non sucrée, avec édulcorants;-;-;0,073;0,95;0,1;0,45;0,17;;
boissons sans alcool;boissons rafraîchissantes lactées;Boisson au jus de fruit et au lait;201;47,5;0,56;9,63;0,3;9,63;0,03;;
boissons sans alcool;boissons rafraîchissantes lactées;Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen);;;2,87;12,1;1,08;11,5;0,098;;
boissons sans alcool;boissons rafraîchissantes lactées;Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;270;63,8;2,7;10,8;0,99;9,45;0,095;;
boissons sans alcool;boissons rafraîchissantes lactées;Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D;223;52,6;2,13;10;0,45;10;0,14;;
boissons sans alcool;boissons végétales;Lait de coco ou Crème de coco;775;188;1,77;3,4;18,4;2,1;0,075;;
boissons sans alcool;boissons végétales;Boisson à l'amande, nature, non sucrée, non enrichie, préemballée;150;36,3;1,06;0,68;3,2;traces;0,051;;
boissons sans alcool;boissons végétales;Boisson à l'amande, sucrée, enrichie en calcium, préemballée;185;44,4;0,69;3,96;2,8;3,44;0,095;;
boissons sans alcool;boissons végétales;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;-;-;0,1;1,4;0,1;1,3;0,033;;
boissons sans alcool;boissons végétales;Boisson au soja, nature, non enrichie, préemballée;155;37,1;3,63;0,7;2,07;< 0,4;0,061;;
boissons sans alcool;boissons végétales;Boisson au soja, nature, enrichie en calcium, préemballée;185;44,2;3,75;2,18;2,05;2,18;0,097;;
boissons sans alcool;boissons végétales;Boisson au soja, aromatisée, sucrée, non enrichie, préemballée;254;60,5;3,25;7,24;1,92;6,72;0,12;;
boissons sans alcool;boissons végétales;Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée;179;42,8;3,3;2,89;1,8;2,7;0,12;;
boissons sans alcool;boissons végétales;Boisson au riz, nature, préemballée;227;53,7;< 0,5;10,8;1;5,6;0,074;;
boissons sans alcool;boissons végétales;Boisson à base d'avoine, nature, préemballée;179;42,6;< 0,5;7,8;1,1;5;0,066;;
boissons sans alcool;boissons végétales;Boisson à la châtaigne, nature, préemballée;291;68,9;< 0,5;13,5;1,4;9,01;0,077;;
boissons sans alcool;boissons végétales;Boisson à la noix de coco, nature, préemballée;131;31,4;< 0,5;2,75;2,1;2,46;0,089;;
boissons sans alcool;boissons végétales;Boisson au soja et jus de fruits concentrés, préemballée;238;56,2;2,3;9,5;1;5,8;0,22;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Café, non instantané, non sucré, prêt à boire;29;6,88;< 0,5;1,35;0,018;traces;0,0067;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Thé infusé, non sucré;0,26;0,063;0;0;0,007;0;0,0041;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Tisane infusée, non sucrée;3,7;0,87;0;0,2;0,008;0;0,0025;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Café décaféiné, non instantané, non sucré, prêt à boire;18,6;4,42;0,1;0,6;0,18;0;0,02;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Café expresso, non instantané, non sucré, prêt à boire;32;7,64;< 0,5;1,16;0,2;traces;0,0071;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Café décaféiné, instantané, non sucré, prêt à boire;8,91;2,1;0,12;0,4;0,002;0;0,01;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Café, instantané, non sucré, prêt à boire;6,95;1,64;0,1;0,3;0,004;0;0,01;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);292;69,3;3,78;9,5;1,42;-;0,12;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard);303;71,9;4,08;9,91;1,71;-;-;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire;90,5;21,5;1,36;2,31;0,76;2,31;0,059;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard);226;53,7;3,66;5,9;1,62;5;0,13;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Thé noir, infusé, non sucré;5,36;1,26;0;0,3;0,007;0;0,0075;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Thé vert, infusé, non sucré;21,7;5,1;0;1,09;0;-;0,011;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Thé oolong, infusé, non sucré;0;0;0;0;0;-;-;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);388;93,5;traces;7,1;7,1;-;0,13;;
boissons sans alcool;café, thé, cacao etc. prêts à consommer;Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau);121;28,7;0,56;6,06;< 0,3;0,43;0,022;;
boissons sans alcool;boissons à reconstituer;Café, moulu;1660;397;14,4;40,2;15,4;-;0,19;;
boissons sans alcool;boissons à reconstituer;Café, poudre soluble;1250;296;19,4;42,6;1,1;0;0,098;;
boissons sans alcool;boissons à reconstituer;Sirop à diluer, sucré;1080;255;< 0,5;62,6;< 0,5;58,8;0,017;;
boissons sans alcool;boissons à reconstituer;"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""";92;21,7;< 0,5;2,76;< 0,5;0,66;0,028;;
boissons sans alcool;boissons à reconstituer;Café, décaféiné, poudre soluble;1510;357;12,7;76;0,2;0;0,058;;
boissons sans alcool;boissons à reconstituer;Thé, feuille;957;232;19,4;6,3;2;-;0,11;;
boissons sans alcool;boissons à reconstituer;Cacao, non sucré, poudre soluble;1610;387;22,4;11,6;20,6;0,9;0,11;;
boissons sans alcool;boissons à reconstituer;Poudre cacaotée ou au chocolat pour boisson, sucrée;1600;379;6,65;75,6;3,29;67,9;0,21;;
boissons sans alcool;boissons à reconstituer;Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;-;-;9,9;79,4;5,03;78,5;0,55;;
boissons sans alcool;boissons à reconstituer;Chicorée et café, poudre soluble;1400;332;9,3;66,9;0,35;-;0,72;;
boissons sans alcool;boissons à reconstituer;Chicorée, poudre soluble;1350;323;3,3;57,2;2,5;21,7;0,39;;
boissons sans alcool;boissons à reconstituer;Café au lait ou cappuccino, poudre soluble;1750;416;11,9;70,1;8,8;52;0,79;;
boissons sans alcool;boissons à reconstituer;Café au lait ou cappuccino au chocolat, poudre soluble;1690;402;11;67,1;9,13;62,2;1,29;;
boissons sans alcool;boissons à reconstituer;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux;1590;376;4,68;79,3;3,04;76,7;0,43;;
boissons sans alcool;boissons à reconstituer;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;1640;386;4,29;85;2,04;82,7;0,31;;
boissons sans alcool;boissons à reconstituer;Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés;84,9;19,7;< 0,5;1,31;0;0,91;0,0035;;
boisson alcoolisées;vins;Vin doux;-;-;0,2;10,5;0;7,78;0,027;;
boisson alcoolisées;vins;Pétillant de fruits;-;-;0;6,95;0;6,95;0,0075;;
boisson alcoolisées;vins;Vin blanc mousseux;-;-;0;1,7;0;1,4;0,0035;;
boisson alcoolisées;vins;Champagne;-;-;0,3;2,81;0;1,4;0,0048;;
boisson alcoolisées;vins;Vin blanc mousseux aromatisé;-;-;0,2;5,1;0;5,1;0,033;;
boisson alcoolisées;vins;Vin (aliment moyen);;;0,09;3,29;0;1,37;0,0067;;
boisson alcoolisées;vins;Vin rouge;341;82,1;0,07;2,63;0;0,62;0,0025;;
boisson alcoolisées;vins;Vin blanc (sec);-;-;< 0,5;4,04;0;0,17;0,0063;;
boisson alcoolisées;vins;Vin rosé;-;-;0;1,6;0;-;0,01;;
boisson alcoolisées;bières et cidres;Bière brune;-;-;0,43;4,1;traces;4,1;0,029;;
boisson alcoolisées;bières et cidres;"Bière ""coeur de marché"" (4-5° alcool)";-;-;0,39;2,7;0;0,98;0,0047;;
boisson alcoolisées;bières et cidres;Bière forte (>8° alcool);-;-;0,63;4,6;0;-;0,017;;
boisson alcoolisées;bières et cidres;Cidre (aliment moyen);;;0,069;3,22;0,083;2,82;0,01;;
boisson alcoolisées;bières et cidres;Cidre brut;-;-;0;2,62;0;2,22;0,01;;
boisson alcoolisées;bières et cidres;Cidre doux;158;37,5;< 0,5;5,09;< 0,6;4,61;0,0098;;
boisson alcoolisées;bières et cidres;Bière faiblement alcoolisée (3° alcool);-;-;0,31;4,62;< 0,05;0,09;0,0048;;
boisson alcoolisées;bières et cidres;Bière blanche;143;34,6;< 0,5;0,43;< 0,6;0,18;0,0073;;
boisson alcoolisées;bières et cidres;"Bière ""spéciale"" (5-6° alcool)";-;-;0,48;4,55;< 0,05;4;0,0048;;
boisson alcoolisées;bières et cidres;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";-;-;0,63;3,2;0;-;0,0093;;
boisson alcoolisées;bières et cidres;Cidre traditionnel;-;-;0;1,87;0;1,58;0,013;;
boisson alcoolisées;bières et cidres;Cidre bouché demi-sec;201;48;< 0,5;4,4;< 0,6;3,7;0,007;;
boisson alcoolisées;bières et cidres;Cidre aromatisé (framboise);149;35,4;< 0,5;5,34;< 0,6;4,96;0,008;;
boisson alcoolisées;bières et cidres;Bière sans alcool (<1,2° alcool);107;25,3;0,31;4,89;< 0,05;2,55;0,0038;;
boisson alcoolisées;liqueurs et alcools;Pastis;1140;274;0;2,86;0;0;0;;
boisson alcoolisées;liqueurs et alcools;Eau de vie;950;229;0;0,37;0;0;0,0025;;
boisson alcoolisées;liqueurs et alcools;Gin;1100;265;0;0;0;0;0,005;;
boisson alcoolisées;liqueurs et alcools;Liqueur;1380;328;0,1;39,6;0,3;35,3;0,018;;
boisson alcoolisées;liqueurs et alcools;Rhum;1060;256;0;0;0;0;0,0025;;
boisson alcoolisées;liqueurs et alcools;Whisky;1050;252;0;0,096;0;0,096;0;;
boisson alcoolisées;liqueurs et alcools;Apéritif à base de vin ou vermouth;-;-;0,054;11,3;0;11,1;0,038;;
boisson alcoolisées;liqueurs et alcools;Vodka;1000;242;0;0;0;0;0,0025;;
boisson alcoolisées;liqueurs et alcools;Pastis, prêt à boire (1+ 5);117;27,6;0;6,89;0;0;0,0063;;
boisson alcoolisées;liqueurs et alcools;Apéritif anisé sans alcool;-;-;0;1;0;0,03;0,038;;
boisson alcoolisées;liqueurs et alcools;Alcool pur;2730;660;0;0;0;0;0;;
boisson alcoolisées;liqueurs et alcools;Marsala;887;211;0,1;27,9;0;27,9;0,01;;
boisson alcoolisées;liqueurs et alcools;Marsala aux oeufs;640;153;0;12,4;0;12,4;0;;
boisson alcoolisées;liqueurs et alcools;Crème de cassis;1030;245;0;41;0;40,9;0;;
boisson alcoolisées;liqueurs et alcools;Eau de vie de vin, type armagnac, cognac;945;228;0;1;0;0;-;;
boisson alcoolisées;liqueurs et alcools;Eau de vie, type calvados;-;-;0;0;0;0;0;;
boisson alcoolisées;liqueurs et alcools;Saké ou Alcool de riz;552;133;0;5;0;0;0,005;;
boisson alcoolisées;cocktails;Cocktail à base de rhum;-;-;0;22,5;2,19;22,3;0,015;;
boisson alcoolisées;cocktails;Cocktail à base de whisky;-;-;0;15,9;0,02;15,8;0,12;;
boisson alcoolisées;cocktails;Sangria;-;-;0;10,3;0,05;9,5;0,0075;;
boisson alcoolisées;cocktails;Kir (au vin blanc);-;-;0,18;7,36;0;5,55;0,0039;;
boisson alcoolisées;cocktails;Kir royal (au champagne);-;-;0,25;7,97;0;5,66;0,0039;;
boisson alcoolisées;cocktails;Cocktail type punch, 16% alcool;-;-;0,6;17,8;< 0,6;17,8;0,042;;
boisson alcoolisées;cocktails;Cocktail sans alcool (à base de jus de fruits et de sirop);-;-;0,5;12,8;0;11,2;0,0075;;
boisson alcoolisées;cocktails;Panaché (limonade et bière);152;36,2;0;5,63;0;5,4;0,0052;;
boisson alcoolisées;cocktails;Panaché préemballé (<1° alc.);107;25,4;0,48;4,93;< 0,05;4,92;0,0034;;
sucres, miels et assimilés;-;Édulcorant à l'aspartame, en pastilles;904;216;6,35;69,3;0;6,65;0,82;;
sucres, miels et assimilés;-;Édulcorant à l'aspartame, en poudre;-;-;0,63;94,7;< 0,25;9,33;0,028;;
sucres, miels et assimilés;-;Vermicelles multicolores;-;-;0,5;93;5;91;0,019;;
sucres, miels et assimilés;-;Miel;-;-;0,56;81,7;0;79,8;0,01;;
sucres, miels et assimilés;-;Sucre blanc;-;-;0;99,8;0;99,8;0,0054;;
sucres, miels et assimilés;-;Sucre roux;-;-;0,12;97,3;0;95,5;0,1;;
sucres, miels et assimilés;-;Sirop d'érable;-;-;0,04;67,1;0,06;62,6;0,015;;
sucres, miels et assimilés;-;Sucre vanillé;-;-;0,1;99;0,33;97,2;0,0094;;
sucres, miels et assimilés;-;Caramel liquide ou nappage caramel;-;-;0;81;0;61;0,013;;
sucres, miels et assimilés;-;Édulcorant à la saccharine;-;-;1,25;88,8;0;-;1,07;;
sucres, miels et assimilés;-;Mélasse de canne;-;-;0;74,7;0,1;74,7;0,093;;
sucres, miels et assimilés;-;Sucre allégé à l'aspartame;-;-;0,81;98,7;0;98,7;0,0045;;
sucres, miels et assimilés;-;Fructose;-;-;0;99,8;0;-;0,00025;;
sucres, miels et assimilés;-;Édulcorant à base d'extrait de stévia;993;238;traces;98;0,2;0,3;0,42;;
sucres, miels et assimilés;-;Sirop d'agave;-;-;< 0,5;78,1;0,5;70,2;0,018;;
chocolats et produits à base de chocolat;-;Barre chocolatée biscuitée;2180;523;6,14;60,5;28,1;46,9;0,39;;
chocolats et produits à base de chocolat;-;Barre chocolatée non biscuitée enrobée;2080;496;3,7;66,4;24,1;60,5;0,5;;
chocolats et produits à base de chocolat;-;Barre à la noix de coco, enrobée de chocolat;1990;475;3,88;60,2;23,8;53;0,5;;
chocolats et produits à base de chocolat;-;Chocolat au lait, tablette;2240;537;7,5;55,6;30,8;53,1;0,2;;
chocolats et produits à base de chocolat;-;Chocolat noir à moins de 70% de cacao, à croquer, tablette;-;-;6,63;42,9;33,8;38,3;0,023;;
chocolats et produits à base de chocolat;-;Chocolat au lait aux céréales croustillantes, tablette;-;-;7,15;60,6;26,6;50,8;0,52;;
chocolats et produits à base de chocolat;-;Chocolat blanc, tablette;-;-;6,16;57,1;34,2;56;0,22;;
chocolats et produits à base de chocolat;-;Barres ou confiserie chocolatées au lait;2300;551;8,75;50,9;34,2;43,3;0,23;;
chocolats et produits à base de chocolat;-;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;-;-;8,43;48,7;35,9;43,6;0,25;;
chocolats et produits à base de chocolat;-;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;2020;487;5,75;54,2;34,6;11,3;0,34;;
chocolats et produits à base de chocolat;-;Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;-;-;7,64;48;39,1;45,1;0,29;;
chocolats et produits à base de chocolat;-;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;2170;525;8,48;34,1;42,3;2;0,0063;;
chocolats et produits à base de chocolat;-;Pâte à tartiner chocolat et noisette;-;-;5,02;57,9;32,4;56,2;0,12;;
chocolats et produits à base de chocolat;-;Confiserie au chocolat dragéifiée;2110;505;5,49;65;24,3;57,4;0,28;;
chocolats et produits à base de chocolat;-;Cacahuètes enrobées de chocolat dragéifiées;2090;499;9,5;55,9;25;50,5;0,12;;
chocolats et produits à base de chocolat;-;Bouchée chocolat fourrage fruits à coques et/ou praliné;-;-;9,1;51,5;34,7;46,2;0,34;;
chocolats et produits à base de chocolat;-;Rocher chocolat fourré praliné;-;-;6,53;51,4;35,3;49,2;0,14;;
chocolats et produits à base de chocolat;-;Chocolat noir aux fruits (orange, framboise, poire), tablette;-;-;6,8;45,3;34,4;35,7;0,078;;
chocolats et produits à base de chocolat;-;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;2360;567;8,69;40,7;39;38,2;0,03;;
chocolats et produits à base de chocolat;-;Barre chocolatée aux fruits secs;2060;494;7,23;57,6;26;45,1;0,38;;
chocolats et produits à base de chocolat;-;Chocolat noir fourrage confiseur à la menthe;-;-;2,9;70,5;16;69;traces;;
chocolats et produits à base de chocolat;-;Barre goûter frais au lait et chocolat;-;-;6,81;41;28,5;32,8;0,17;;
chocolats et produits à base de chocolat;-;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;2450;591;10,4;26,9;46,3;17,9;0,02;;
chocolats et produits à base de chocolat;-;Chocolat au lait fourré;-;-;4,8;45,5;45;44,5;0,25;;
chocolats et produits à base de chocolat;-;Chocolat noir fourré praliné, tablette;-;-;6,38;52,4;34,8;48,8;0,039;;
chocolats et produits à base de chocolat;-;Chocolat au lait fourré au praliné, tablette;-;-;7,29;52,9;34,9;49,9;0,2;;
chocolats et produits à base de chocolat;-;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;-;-;6,39;51,4;33,1;41,6;0,015;;
chocolats et produits à base de chocolat;-;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;-;-;6,5;55,1;29,4;42,9;0,32;;
chocolats et produits à base de chocolat;-;Barre chocolat au lait avec nougat;2220;532;5,8;60,5;29;60,1;0,11;;
chocolats et produits à base de chocolat;-;Barre goûter frais au lait et chocolat avec génoise;-;-;6,68;39;34,2;33,3;0,13;;
chocolats et produits à base de chocolat;-;Chocolat, en tablette (aliment moyen);2320;557;7,81;45,3;36,1;39,5;0,11;;
confiseries non chocolatées;-;Bonbons, tout type;-;-;1,75;86,5;6,32;64,4;0,15;;
confiseries non chocolatées;-;Chewing-gum, sucré;1580;372;< 0,5;90,6;0,32;68,1;< 0,013;;
confiseries non chocolatées;-;Pâte de fruits;1420;336;1,69;76,6;1,8;69,2;0,078;;
confiseries non chocolatées;-;Zeste d'orange confit;-;-;0,2;82,7;0,2;82,7;0,068;;
confiseries non chocolatées;-;Marron glacé;1370;324;0,94;79,5;< 0,5;56,6;0,08;;
confiseries non chocolatées;-;Fruit confit;1270;298;< 0,5;72,3;< 0,3;62,9;0,14;;
confiseries non chocolatées;-;Nougat ou touron;-;-;7,88;62,5;25,2;58;0,0025;;
confiseries non chocolatées;-;Dragée amande;-;-;5;73,9;17,2;71,9;0,17;;
confiseries non chocolatées;-;Guimauve ou marshmallow;-;-;3,67;78,7;1,42;65,6;0,092;;
confiseries non chocolatées;-;Chewing-gum, sans sucre;955;228;0,69;78,1;0,45;< 0,03;0,026;;
confiseries non chocolatées;-;Bonbon dur et sucette;-;-;< 0,19;95,4;0,35;74,9;0,07;;
confiseries non chocolatées;-;Bonbon gélifié;-;-;6,28;80,2;0,25;68,1;0,051;;
confiseries non chocolatées;-;Bonbon au caramel, mou;-;-;2,95;83,7;8,04;60,4;0,46;;
confiseries non chocolatées;-;Calissons d'Aix en Provence;1850;440;7,88;60,3;18;50,1;0,03;;
confiseries non chocolatées;-;Guimauve ou marshmallow, enrobé de chocolat;-;-;4,65;66,2;10,3;56,3;0,1;;
confiseries non chocolatées;-;Bonbon dur au caramel;-;-;1,21;72,5;6;72,5;1,12;;
confiseries non chocolatées;-;Chewing-gum, teneur en sucre inconnue (aliment moyen);1180;279;0,53;82,5;0,41;24;0,019;;
confitures et assimilés;-;Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen);966;228;0,37;56,5;0,29;55,5;0,02;;
confitures et assimilés;-;Confiture ou Marmelade, tout type de fruits (aliment moyen);1060;249;0,29;60,2;0,31;59;0,019;;
confitures et assimilés;-;Confiture de fraise (extra ou classique);1060;251;< 0,5;60,5;0,5;60,1;0,018;;
confitures et assimilés;-;Confiture d'abricot (extra ou classique);1050;247;< 0,5;59,7;0,3;56,8;0,013;;
confitures et assimilés;-;Confiture de cerise (extra ou classique);-;-;0,38;60,9;0,16;60;0,018;;
confitures et assimilés;-;Marmelade d'orange;1050;246;< 0,5;59,3;0,4;56,9;0,015;;
confitures et assimilés;-;Confiture de lait;-;-;6,32;58;5,45;51,7;0,27;;
confitures et assimilés;-;Confiture de prune (extra ou classique);-;-;0,27;59,3;0,1;59,3;0,04;;
confitures et assimilés;-;Confiture de framboise (extra ou classique);-;-;0,47;61;0,21;59,5;0,013;;
confitures et assimilés;-;Confiture de myrtilles (extra ou classique);1040;246;< 0,5;58,9;0,4;58,9;< 0,013;;
confitures et assimilés;-;Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures);-;-;0,49;43,4;0,33;40,5;0,015;;
confitures et assimilés;-;Gelée de fruits divers (extra ou classique);-;-;0,35;61,6;0,17;61,6;0,019;;
confitures et assimilés;-;Gelée de groseille (extra ou classique);1050;246;< 0,5;59,6;< 0,3;58,7;< 0,013;;
confitures et assimilés;-;Confiture, tout type de fruits, allégée en sucres (extra ou classique);689;162;0,75;38;< 0,3;38;0,023;;
viennoiseries;-;Pain brioché ou viennois;1500;356;10,7;55,5;9,38;6,9;1,31;;
viennoiseries;-;Viennoiserie (aliment moyen);1590;380;8,02;49,1;16,2;12,8;1,04;;
viennoiseries;-;Croissant, sans précision;1570;375;7,29;40,4;20;8,83;1,1;;
viennoiseries;-;Croissant ordinaire, artisanal;1720;412;6,94;47,6;21,1;7,88;1,31;;
viennoiseries;-;Croissant au beurre, artisanal;1760;420;7,25;45,7;22,6;7,3;1,16;;
viennoiseries;-;Croissant aux amandes, artisanal;1860;446;8,36;35,9;29,1;14,1;0,79;;
viennoiseries;-;Pain au lait, artisanal;1600;382;9,38;50,6;15,4;9,94;1,1;;
viennoiseries;-;Pain au lait, préemballé;1510;359;8,94;52,2;12,3;11,9;1,06;;
viennoiseries;-;Pain au lait aux pépites de chocolat, préemballé;1550;369;8,51;52;13,5;18;0,93;;
viennoiseries;-;Pain aux raisins (viennoiserie);1400;333;5,6;55,9;9;18,7;0,71;;
viennoiseries;-;Pain au chocolat feuilleté, artisanal;1770;423;8,19;45,4;22,5;12,8;0,98;;
viennoiseries;-;Pain au chocolat, préemballé;1780;425;7,56;46,8;22,3;11,1;1,1;;
viennoiseries;-;Brioche (ou briochettes) aux pépites de chocolat, préemballée;1460;348;8,56;51,6;11,2;17;0,94;;
viennoiseries;-;Brioche fourrée au chocolat;1480;351;7,47;53,2;11,6;21,1;0,86;;
viennoiseries;-;Brioche fourrée aux fruits, préemballée;1450;346;6,9;50,5;12,1;18,4;1;;
viennoiseries;-;"Brioche fourrée crème pâtissière (type ""chinois""), préemballée";1270;300;6,22;49,2;8,41;20,7;0,68;;
viennoiseries;-;Brioche, préemballée;1490;354;8,13;52,7;11,8;12,7;1;;
viennoiseries;-;Brioche, sans précision;1680;401;11,3;46;19,1;5,7;1,13;;
viennoiseries;-;Brioche, de boulangerie traditionnelle;1570;374;9,81;49,2;14,7;-;1,47;;
viennoiseries;-;Couronne de Noël (Brioche) aux fruits confits, préemballée;1490;355;7,2;53,3;12,3;19,6;0,89;;
viennoiseries;-;Brioche pur beurre, préemballée;1540;366;8;51,6;14;13,4;0,96;;
viennoiseries;-;Chouquette;1590;381;7,76;42,6;18,6;27,1;1,08;;
viennoiseries;-;Chausson aux pommes;1410;338;4,17;36,6;18,7;11,2;0,87;;
biscuits sucrés;-;Tartine craquante, extrudée et grillée, fourrée au chocolat;-;-;7,85;64,3;16;30,2;0,34;;
biscuits sucrés;-;Tartine craquante, extrudée et grillée, fourrée aux fruits;-;-;5,38;74,7;6,44;28,8;0,43;;
biscuits sucrés;-;Macaron sec;-;-;6,9;77,7;10,2;74;0,2;;
biscuits sucrés;-;Biscuit sec, sans précision;-;-;6,9;65;20,6;24,7;0,63;;
biscuits sucrés;-;Biscuit sec nature;-;-;6,77;70;15,1;23,6;0,84;;
biscuits sucrés;-;Biscuit sec à teneur garantie en vitamines;-;-;9,63;72,6;14,2;23,3;0,16;;
biscuits sucrés;-;Biscuit sec à teneur garantie en vitamines et minéraux;-;-;10,8;61,9;19,8;22,1;0,44;;
biscuits sucrés;-;Biscuit sec aux fruits, hyposodé;-;-;10,8;61,4;15,8;20,2;0,038;;
biscuits sucrés;-;Biscuit sec aux fruits hyposodé, sans sucres ajoutés;-;-;22,7;47,6;20,7;14,3;0,35;;
biscuits sucrés;-;Biscuit sec croquant au chocolat, allégé en matière grasse;-;-;7;69;11;22,4;2,18;;
biscuits sucrés;-;Biscuit sec fourré aux fruits, allégé en matière grasse;-;-;4,69;75,3;7,2;-;0,58;;
biscuits sucrés;-;Spéculoos;-;-;5,94;69;19,7;32,6;0,86;;
biscuits sucrés;-;Biscuit sec, avec matière grasse végétale;-;-;7,23;74,7;11,8;21,7;0,72;;
biscuits sucrés;-;Biscuit sec, petits fours en assortiment;-;-;6,44;61,4;26,4;39,4;0,46;;
biscuits sucrés;-;Biscuit sec petit beurre;-;-;8,06;74,5;12,1;21,5;1,16;;
biscuits sucrés;-;Biscuit sec avec tablette de chocolat;-;-;6,62;63,3;24,1;36,8;0,61;;
biscuits sucrés;-;Biscuit sec petit beurre au chocolat;-;-;7,19;71,1;16;24,5;1,21;;
biscuits sucrés;-;Biscuit sec au lait;-;-;8,25;73,9;11,5;20;1,14;;
biscuits sucrés;-;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;-;-;5,63;80,1;8,8;29,4;0,78;;
biscuits sucrés;-;Biscuit sec pour petit déjeuner;-;-;7,81;65,8;16,3;21;1,19;;
biscuits sucrés;-;Biscuit sec pour petit déjeuner, allégé en sucres;-;-;7,68;66,3;16;20,2;0,68;;
biscuits sucrés;-;Biscuit sec chocolaté, préemballé;-;-;6,43;61,7;26,9;34,3;0,5;;
biscuits sucrés;-;Biscuit sec fourré à la pâte ou purée de fruits;-;-;4,43;69,2;9,11;43,4;0,41;;
biscuits sucrés;-;Biscuit sec avec nappage chocolat;-;-;6,93;61,9;25;36,7;0,4;;
biscuits sucrés;-;Barre biscuitée fourrée aux fruits, allégée en matière grasse;-;-;3,32;75,7;7,12;41,9;0,42;;
biscuits sucrés;-;Biscuit sec pour petit déjeuner, au chocolat;-;-;6,5;69,7;16,6;29,8;0,95;;
biscuits sucrés;-;Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux;1870;445;7,44;67,7;15,7;23,4;0,87;;
biscuits sucrés;-;Biscuit sec au beurre, sablé, galette ou palet;-;-;6,4;64,8;22,7;24,3;0,82;;
